Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
"Callaway, MO",29027,0,847.26,0,0,0,847.03,0,0,0,842.43,0,0,0,839.09,0,0,0,838.84,0,0,0,834.58,0,0,0,8.17,0,0,0,8.19,0,0
"Camden, MO",29029,0,708.9,0,0,0,708.86,0,0,0,641.05,0,0,0,655.19,0,0,0,655.14,0,0,0,655.92,0,0,0,53.71,0,0,0,53.71,0,0
"Cape Girardeau, MO",29031,0,586.33,0,0,0,586.29,0,0,0,576.9,0,0,0,578.66,0,0,0,578.62,0,0,0,578.54,0,0,0,7.67,0,0,0,7.67,0,0
"Carroll, MO",29033,0,702.35,0,0,0,702.3,0,0,0,695.45,0,0,0,694.59,0,0,0,694.72,0,0,0,694.62,0,0,0,7.76,0,0,0,7.57,0,0
"Carter, MO",29035,0,509.06,0,0,0,509.02,0,0,0,508.98,0,0,0,507.62,0,0,0,507.58,0,0,0,507.36,0,0,0,1.44,0,0,0,1.44,0,0
"Cass, MO",29037,0,702.73,0,0,0,702.67,0,0,0,701.4,0,0,0,699.12,0,0,0,698.99,0,0,0,696.84,0,0,0,3.61,0,0,0,3.68,0,0
"Cedar, MO",29039,0,498.54,0,0,0,498.51,0,0,0,470.49,0,0,0,475.97,0,0,0,475.93,0,0,0,474.48,0,0,0,22.57,0,0,0,22.57,0,0
"Chariton, MO",29041,0,768.3,0,0,0,768.25,0,0,0,757.94,0,0,0,755.92,0,0,0,755.87,0,0,0,751.18,0,0,0,12.38,0,0,0,12.38,0,0
"Christian, MO",29043,0,564.09,0,0,0,564.05,0,0,0,563.87,0,0,0,563.2,0,0,0,563.16,0,0,0,562.65,0,0,0,0.89,0,0,0,0.89,0,0
"Clark, MO",29045,0,511.93,0,0,0,511.9,0,0,0,507.06,0,0,0,507.34,0,0,0,507.31,0,0,0,504.69,0,0,0,4.59,0,0,0,4.59,0,0
"Clay, MO",29047,0,409.16,0,0,0,408.86,0,0,0,403.42,0,0,0,396.46,0,0,0,396.35,0,0,0,397.3,0,0,0,12.7,0,0,0,12.52,0,0
"Clinton, MO",29049,0,423.5,0,0,0,423.47,0,0,0,422.97,0,0,0,418.79,0,0,0,418.76,0,0,0,418.96,0,0,0,4.71,0,0,0,4.71,0,0
"Cole, MO",29051,0,399.11,0,0,0,399.08,0,0,0,391.71,0,0,0,391.56,0,0,0,391.44,0,0,0,393.75,0,0,0,7.55,0,0,0,7.64,0,0
"Cooper, MO",29053,0,570.25,0,0,0,570.22,0,0,0,566.57,0,0,0,565.05,0,0,0,565.03,0,0,0,564.77,0,0,0,5.2,0,0,0,5.19,0,0
"Crawford, MO",29055,0,743.82,0,0,0,743.79,0,0,0,743.55,0,0,0,742.57,0,0,0,742.52,0,0,0,742.52,0,0,0,1.25,0,0,0,1.27,0,0
"Dade, MO",29057,0,506.34,0,0,0,506.3,0,0,0,490.53,0,0,0,490.38,0,0,0,490.34,0,0,0,490.01,0,0,0,15.96,0,0,0,15.96,0,0
"Dallas, MO",29059,0,542.87,0,0,0,542.83,0,0,0,542.7,0,0,0,541.59,0,0,0,541.54,0,0,0,540.77,0,0,0,1.28,0,0,0,1.29,0,0
"Daviess, MO",29061,0,569.12,0,0,0,569.07,0,0,0,567.81,0,0,0,567,0,0,0,566.97,0,0,0,563.24,0,0,0,2.12,0,0,0,2.11,0,0
"DeKalb, MO",29063,0,425.8,0,0,0,425.77,0,0,0,424.74,0,0,0,424.21,0,0,0,424.2,0,0,0,421.36,0,0,0,1.59,0,0,0,1.57,0,0
"Dent, MO",29065,0,754.56,0,0,0,754.51,0,0,0,754.9,0,0,0,753.59,0,0,0,753.54,0,0,0,752.79,0,0,0,0.97,0,0,0,0.97,0,0
"Douglas, MO",29067,0,814.67,0,0,0,814.6,0,0,0,814.1,0,0,0,814.59,0,0,0,814.53,0,0,0,813.63,0,0,0,0.08,0,0,0,0.07,0,0
"Dunklin, MO",29069,0,547.14,0,0,0,547.11,0,0,0,546.81,0,0,0,545.65,0,0,0,545.62,0,0,0,541.07,0,0,0,1.49,0,0,0,1.49,0,0
"Franklin, MO",29071,0,929.64,0,0,0,930.65,0,0,0,921.91,0,0,0,922.07,0,0,0,922.81,0,0,0,922.68,0,0,0,7.57,0,0,0,7.84,0,0
"Gasconade, MO",29073,0,524.53,0,0,0,526.09,0,0,0,520.77,0,0,0,519.48,0,0,0,520.67,0,0,0,517.8,0,0,0,5.05,0,0,0,5.43,0,0
"Gentry, MO",29075,0,491.84,0,0,0,491.81,0,0,0,492.88,0,0,0,491.55,0,0,0,491.52,0,0,0,491.42,0,0,0,0.29,0,0,0,0.29,0,0
"Greene, MO",29077,0,677.84,0,0,0,677.8,0,0,0,677.47,0,0,0,675.01,0,0,0,674.97,0,0,0,675.3,0,0,0,2.83,0,0,0,2.82,0,0
"Grundy, MO",29079,0,438.01,0,0,0,437.98,0,0,0,437.33,0,0,0,435.85,0,0,0,435.82,0,0,0,435.28,0,0,0,2.16,0,0,0,2.16,0,0
"Harrison, MO",29081,0,726.5,0,0,0,726.45,0,0,0,725.2,0,0,0,725.19,0,0,0,725.13,0,0,0,722.5,0,0,0,1.31,0,0,0,1.32,0,0
"Henry, MO",29083,0,732.61,0,0,0,732.55,0,0,0,728.99,0,0,0,702.49,0,0,0,702.48,0,0,0,696.95,0,0,0,30.12,0,0,0,30.07,0,0
"Hickory, MO",29085,0,411.77,0,0,0,411.74,0,0,0,378.89,0,0,0,398.66,0,0,0,398.63,0,0,0,399.09,0,0,0,13.11,0,0,0,13.11,0,0
"Holt, MO",29087,0,469.09,0,0,0,469.05,0,0,0,456.52,0,0,0,461.91,0,0,0,461.87,0,0,0,462.69,0,0,0,7.18,0,0,0,7.18,0,0
"Howard, MO",29089,0,470.58,0,0,0,470.55,0,0,0,464.61,0,0,0,465.75,0,0,0,465.74,0,0,0,463.85,0,0,0,4.83,0,0,0,4.82,0,0
"Howell, MO",29091,0,928.39,0,0,0,928.33,0,0,0,927.58,0,0,0,927.83,0,0,0,927.74,0,0,0,927.25,0,0,0,0.56,0,0,0,0.59,0,0
"Iron, MO",29093,0,552.09,0,0,0,552.05,0,0,0,552.02,0,0,0,551.42,0,0,0,551.34,0,0,0,550.26,0,0,0,0.67,0,0,0,0.71,0,0
"Jackson, MO",29095,0,616.16,0,0,0,616.41,0,0,0,610.88,0,0,0,604.82,0,0,0,604.84,0,0,0,604.46,0,0,0,11.34,0,0,0,11.57,0,0
"Jasper, MO",29097,0,641.37,0,0,0,641.32,0,0,0,641.24,0,0,0,639.82,0,0,0,639.73,0,0,0,638.49,0,0,0,1.55,0,0,0,1.59,0,0
"Jefferson, MO",29099,0,664.12,0,0,0,664.09,0,0,0,661.1,0,0,0,656.83,0,0,0,656.8,0,0,0,656.63,0,0,0,7.29,0,0,0,7.29,0,0
"Johnson, MO",29101,0,833.09,0,0,0,833.03,0,0,0,833.57,0,0,0,830.63,0,0,0,830.44,0,0,0,829.28,0,0,0,2.46,0,0,0,2.59,0,0
"Knox, MO",29103,0,506.8,0,0,0,506.77,0,0,0,506.66,0,0,0,505.73,0,0,0,505.71,0,0,0,504.01,0,0,0,1.07,0,0,0,1.07,0,0
"Laclede, MO",29105,0,768.03,0,0,0,768,0,0,0,767.54,0,0,0,765.89,0,0,0,765.85,0,0,0,764.72,0,0,0,2.14,0,0,0,2.14,0,0
"Lafayette, MO",29107,0,638.9,0,0,0,638.86,0,0,0,632.49,0,0,0,629.37,0,0,0,629.31,0,0,0,628.43,0,0,0,9.53,0,0,0,9.55,0,0
"Lawrence, MO",29109,0,613.42,0,0,0,613.38,0,0,0,613.37,0,0,0,613.12,0,0,0,613.08,0,0,0,611.74,0,0,0,0.3,0,0,0,0.3,0,0
"Lewis, MO",29111,0,510.88,0,0,0,510.85,0,0,0,508.52,0,0,0,505.05,0,0,0,505.01,0,0,0,505.04,0,0,0,5.83,0,0,0,5.85,0,0
"Lincoln, MO",29113,0,640.44,0,0,0,640.41,0,0,0,627.49,0,0,0,630.51,0,0,0,630.49,0,0,0,626.56,0,0,0,9.93,0,0,0,9.92,0,0
"Linn, MO",29115,0,621.5,0,0,0,621.46,0,0,0,619.6,0,0,0,620.39,0,0,0,620.35,0,0,0,615.56,0,0,0,1.11,0,0,0,1.11,0,0
"Livingston, MO",29117,0,538.51,0,0,0,538.48,0,0,0,536.51,0,0,0,534.64,0,0,0,534.52,0,0,0,532.33,0,0,0,3.87,0,0,0,3.95,0,0
"McDonald, MO",29119,0,539.74,0,0,0,539.7,0,0,0,540.37,0,0,0,539.55,0,0,0,539.51,0,0,0,539.48,0,0,0,0.19,0,0,0,0.19,0,0
"Macon, MO",29121,0,812.58,0,0,0,812.53,0,0,0,796.54,0,0,0,803.82,0,0,0,803.77,0,0,0,801.23,0,0,0,8.76,0,0,0,8.76,0,0
"Madison, MO",29123,0,497.64,0,0,0,497.6,0,0,0,497.21,0,0,0,496.77,0,0,0,496.73,0,0,0,494.39,0,0,0,0.87,0,0,0,0.87,0,0
"Maries, MO",29125,0,530.01,0,0,0,529.97,0,0,0,528.34,0,0,0,527.8,0,0,0,527.73,0,0,0,526.98,0,0,0,2.21,0,0,0,2.25,0,0
"Marion, MO",29127,0,444.07,0,0,0,444.05,0,0,0,438.22,0,0,0,438.1,0,0,0,438.07,0,0,0,436.92,0,0,0,5.97,0,0,0,5.97,0,0
"Mercer, MO",29129,0,455.21,0,0,0,455.18,0,0,0,454.15,0,0,0,454.46,0,0,0,454.18,0,0,0,453.84,0,0,0,0.75,0,0,0,1,0,0
"Miller, MO",29131,0,599.98,0,0,0,599.94,0,0,0,592.73,0,0,0,592.27,0,0,0,592.26,0,0,0,592.6,0,0,0,7.71,0,0,0,7.69,0,0
"Mississippi, MO",29133,0,428.93,0,0,0,428.91,0,0,0,409.83,0,0,0,413.18,0,0,0,413.16,0,0,0,411.58,0,0,0,15.75,0,0,0,15.75,0,0
"Moniteau, MO",29135,0,418.87,0,0,0,418.85,0,0,0,416.71,0,0,0,416.54,0,0,0,416.52,0,0,0,415.03,0,0,0,2.33,0,0,0,2.33,0,0
"Monroe, MO",29137,0,670.26,0,0,0,670.23,0,0,0,669.92,0,0,0,646.02,0,0,0,645.98,0,0,0,647.65,0,0,0,24.24,0,0,0,24.24,0,0
"Montgomery, MO",29139,0,541.97,0,0,0,540.34,0,0,0,540.1,0,0,0,538.72,0,0,0,537.46,0,0,0,536.25,0,0,0,3.25,0,0,0,2.88,0,0
"Morgan, MO",29141,0,613.94,0,0,0,613.89,0,0,0,593.91,0,0,0,597.48,0,0,0,597.41,0,0,0,597.63,0,0,0,16.46,0,0,0,16.48,0,0
"New Madrid, MO",29143,0,698.07,0,0,0,698.02,0,0,0,658.31,0,0,0,678.06,0,0,0,678.01,0,0,0,674.84,0,0,0,20.01,0,0,0,20.01,0,0
"Newton, MO",29145,0,626.72,0,0,0,626.66,0,0,0,626.67,0,0,0,626.48,0,0,0,626.42,0,0,0,624.77,0,0,0,0.24,0,0,0,0.24,0,0
"Nodaway, MO",29147,0,877.81,0,0,0,877.75,0,0,0,875.2,0,0,0,876.68,0,0,0,876.62,0,0,0,876.96,0,0,0,1.13,0,0,0,1.13,0,0
"Oregon, MO",29149,0,791.65,0,0,0,791.59,0,0,0,792.09,0,0,0,791.47,0,0,0,791.4,0,0,0,789.8,0,0,0,0.18,0,0,0,0.18,0,0
"Osage, MO",29151,0,613.44,0,0,0,613.41,0,0,0,605.64,0,0,0,606.14,0,0,0,606.11,0,0,0,604.35,0,0,0,7.3,0,0,0,7.3,0,0
"Ozark, MO",29153,0,755.13,0,0,0,755.07,0,0,0,730.68,0,0,0,746.84,0,0,0,742.15,0,0,0,744.97,0,0,0,8.29,0,0,0,12.92,0,0
"Pemiscot, MO",29155,0,512.44,0,0,0,512.41,0,0,0,517.49,0,0,0,493.11,0,0,0,493.08,0,0,0,492.54,0,0,0,19.33,0,0,0,19.33,0,0
"Perry, MO",29157,0,484.3,0,0,0,484.28,0,0,0,473.49,0,0,0,474.69,0,0,0,474.67,0,0,0,474.35,0,0,0,9.61,0,0,0,9.61,0,0
"Pettis, MO",29159,0,686.38,0,0,0,686.34,0,0,0,686.2,0,0,0,685.03,0,0,0,684.82,0,0,0,682.22,0,0,0,1.35,0,0,0,1.52,0,0
"Phelps, MO",29161,0,674.32,0,0,0,674.28,0,0,0,673.56,0,0,0,672.89,0,0,0,672.85,0,0,0,671.78,0,0,0,1.43,0,0,0,1.43,0,0
"Pike, MO",29163,0,684.84,0,0,0,684.81,0,0,0,673.34,0,0,0,672.93,0,0,0,672.82,0,0,0,670.44,0,0,0,11.91,0,0,0,11.99,0,0
"Platte, MO",29165,0,427.26,0,0,0,427.22,0,0,0,421.11,0,0,0,420.37,0,0,0,420.33,0,0,0,420.19,0,0,0,6.89,0,0,0,6.89,0,0
"Polk, MO",29167,0,642.51,0,0,0,642.46,0,0,0,636.09,0,0,0,637.25,0,0,0,637.2,0,0,0,635.52,0,0,0,5.26,0,0,0,5.26,0,0
"Pulaski, MO",29169,0,551.44,0,0,0,551.41,0,0,0,549.88,0,0,0,547.05,0,0,0,547.02,0,0,0,547.1,0,0,0,4.39,0,0,0,4.39,0,0
"Putnam, MO",29171,0,519.7,0,0,0,519.66,0,0,0,520.47,0,0,0,517.96,0,0,0,517.9,0,0,0,517.32,0,0,0,1.74,0,0,0,1.76,0,0
"Ralls, MO",29173,0,483.84,0,0,0,483.82,0,0,0,481.57,0,0,0,471.03,0,0,0,471,0,0,0,469.78,0,0,0,12.81,0,0,0,12.82,0,0
"Randolph, MO",29175,0,487.69,0,0,0,487.65,0,0,0,476.86,0,0,0,482.43,0,0,0,482.32,0,0,0,482.68,0,0,0,5.26,0,0,0,5.33,0,0
"Ray, MO",29177,0,573.62,0,0,0,573.57,0,0,0,568.43,0,0,0,569.51,0,0,0,569.47,0,0,0,568.81,0,0,0,4.11,0,0,0,4.11,0,0
"Reynolds, MO",29179,0,814.47,0,0,0,814.41,0,0,0,808.5,0,0,0,811.26,0,0,0,811.2,0,0,0,808.48,0,0,0,3.21,0,0,0,3.21,0,0
"Ripley, MO",29181,0,631.71,0,0,0,631.66,0,0,0,631.49,0,0,0,629.51,0,0,0,629.47,0,0,0,629.54,0,0,0,2.2,0,0,0,2.2,0,0
"St. Charles, MO",29183,0,593.54,0,0,0,592.35,0,0,0,557.84,0,0,0,561.44,0,0,0,560.42,0,0,0,560.44,0,0,0,32.1,0,0,0,31.93,0,0
"St. Clair, MO",29185,0,701.95,0,0,0,701.9,0,0,0,698.51,0,0,0,676.72,0,0,0,676.66,0,0,0,669.98,0,0,0,25.23,0,0,0,25.25,0,0
"Ste. Genevieve, MO",29186,0,508.96,0,0,0,508.94,0,0,0,503.84,0,0,0,502.42,0,0,0,502.39,0,0,0,499.15,0,0,0,6.54,0,0,0,6.55,0,0
"St. Francois, MO",29187,0,452.43,0,0,0,452.4,0,0,0,451.11,0,0,0,449.5,0,0,0,449.46,0,0,0,451.89,0,0,0,2.93,0,0,0,2.94,0,0
"St. Louis, MO",29189,0,523.61,0,0,0,523.69,0,0,0,505.55,0,0,0,507.76,0,0,0,507.81,0,0,0,507.8,0,0,0,15.85,0,0,0,15.89,0,0
"Saline, MO",29195,0,764.62,0,0,0,764.59,0,0,0,754.78,0,0,0,755.58,0,0,0,755.55,0,0,0,755.5,0,0,0,9.04,0,0,0,9.04,0,0
"Schuyler, MO",29197,0,308.18,0,0,0,308.16,0,0,0,308.6,0,0,0,307.89,0,0,0,307.87,0,0,0,307.3,0,0,0,0.29,0,0,0,0.29,0,0
"Scotland, MO",29199,0,439.29,0,0,0,439.25,0,0,0,438.4,0,0,0,438.5,0,0,0,438.47,0,0,0,436.67,0,0,0,0.79,0,0,0,0.79,0,0
"Scott, MO",29201,0,426.06,0,0,0,426.04,0,0,0,422.94,0,0,0,421.04,0,0,0,421.01,0,0,0,419.99,0,0,0,5.02,0,0,0,5.03,0,0
"Shannon, MO",29203,0,1004.05,0,0,0,1003.99,0,0,0,1003.8,0,0,0,1003.9,0,0,0,1003.83,0,0,0,1003.82,0,0,0,0.15,0,0,0,0.15,0,0
"Shelby, MO",29205,0,502.45,0,0,0,502.43,0,0,0,500.83,0,0,0,500.91,0,0,0,500.93,0,0,0,500.86,0,0,0,1.54,0,0,0,1.49,0,0
"Stoddard, MO",29207,0,828.99,0,0,0,828.94,0,0,0,815,0,0,0,827.19,0,0,0,827.12,0,0,0,823.22,0,0,0,1.8,0,0,0,1.82,0,0
"Stone, MO",29209,0,510.95,0,0,0,510.91,0,0,0,450.9,0,0,0,463.27,0,0,0,463.22,0,0,0,464.03,0,0,0,47.68,0,0,0,47.68,0,0
"Sullivan, MO",29211,0,651.48,0,0,0,651.43,0,0,0,651.45,0,0,0,651,0,0,0,650.95,0,0,0,647.98,0,0,0,0.48,0,0,0,0.48,0,0
"Taney, MO",29213,0,651.53,0,0,0,651.48,0,0,0,607.76,0,0,0,632.41,0,0,0,632.36,0,0,0,632.44,0,0,0,19.12,0,0,0,19.12,0,0
"Texas, MO",29215,0,1179.33,0,0,0,1179.24,0,0,0,1180.42,0,0,0,1178.64,0,0,0,1178.54,0,0,0,1177.27,0,0,0,0.69,0,0,0,0.7,0,0
"Vernon, MO",29217,0,837.11,0,0,0,837.04,0,0,0,836.99,0,0,0,834.02,0,0,0,833.95,0,0,0,826.4,0,0,0,3.09,0,0,0,3.09,0,0
"Warren, MO",29219,0,437.76,0,0,0,437.74,0,0,0,429.28,0,0,0,431.7,0,0,0,431.31,0,0,0,428.6,0,0,0,6.06,0,0,0,6.43,0,0
"Washington, MO",29221,0,762.5,0,0,0,762.46,0,0,0,762.23,0,0,0,759.85,0,0,0,759.59,0,0,0,759.91,0,0,0,2.65,0,0,0,2.87,0,0
"Wayne, MO",29223,0,774.13,0,0,0,774.09,0,0,0,762.41,0,0,0,761.08,0,0,0,761.03,0,0,0,759.18,0,0,0,13.05,0,0,0,13.05,0,0
"Webster, MO",29225,0,593.74,0,0,0,593.69,0,0,0,593.72,0,0,0,593.41,0,0,0,593.32,0,0,0,592.56,0,0,0,0.33,0,0,0,0.37,0,0
"Worth, MO",29227,0,266.77,0,0,0,266.75,0,0,0,266.16,0,0,0,266.54,0,0,0,266.52,0,0,0,266.61,0,0,0,0.23,0,0,0,0.23,0,0
"Wright, MO",29229,0,683.24,0,0,0,683.18,0,0,0,682.3,0,0,0,682.35,0,0,0,682.13,0,0,0,681.77,0,0,0,0.89,0,0,0,1.05,0,0
"St. Louis city, MO",29510,0,66.15,0,0,0,66.15,0,0,0,61.4,0,0,0,61.93,0,0,0,61.92,0,0,0,61.91,0,0,0,4.22,0,0,0,4.23,0,0
MONTANA,30000,0,147046.16,0,0,0,147042.4,0,0,0,145388.15,0,0,0,145556.34,0,0,0,145552.43,0,0,0,145545.8,0,0,0,1489.82,0,0,0,1489.96,0,0
"Beaverhead, MT",30001,0,5572.35,0,0,0,5572.04,0,0,0,5528.53,0,0,0,5542.62,0,0,0,5542.31,0,0,0,5541.62,0,0,0,29.73,0,0,0,29.73,0,0
"Big Horn, MT",30003,0,5014.72,0,0,0,5014.65,0,0,0,4982.52,0,0,0,4994.88,0,0,0,4994.81,0,0,0,4995.46,0,0,0,19.84,0,0,0,19.84,0,0
"Blaine, MT",30005,0,4238.98,0,0,0,4238.92,0,0,0,4257.4,0,0,0,4226.24,0,0,0,4226.18,0,0,0,4227.55,0,0,0,12.74,0,0,0,12.74,0,0
"Broadwater, MT",30007,0,1238.94,0,0,0,1238.94,0,0,0,1188.52,0,0,0,1191.49,0,0,0,1191.35,0,0,0,1192.54,0,0,0,47.45,0,0,0,47.59,0,0
"Carbon, MT",30009,0,2062.26,0,0,0,2062.19,0,0,0,2055.94,0,0,0,2048.07,0,0,0,2047.99,0,0,0,2048.79,0,0,0,14.19,0,0,0,14.2,0,0
"Carter, MT",30011,0,3348.41,0,0,0,3348.29,0,0,0,3342.43,0,0,0,3339.68,0,0,0,3339.57,0,0,0,3340.75,0,0,0,8.73,0,0,0,8.73,0,0
"Cascade, MT",30013,0,2711.74,0,0,0,2711.65,0,0,0,2698.8,0,0,0,2698.02,0,0,0,2697.9,0,0,0,2698.16,0,0,0,13.72,0,0,0,13.75,0,0
"Chouteau, MT",30015,0,3997.13,0,0,0,3997,0,0,0,3987.47,0,0,0,3973.43,0,0,0,3973.24,0,0,0,3972.49,0,0,0,23.7,0,0,0,23.76,0,0
"Custer, MT",30017,0,3793.37,0,0,0,3793.22,0,0,0,3775.91,0,0,0,3783.28,0,0,0,3783.13,0,0,0,3783.36,0,0,0,10.09,0,0,0,10.09,0,0
"Daniels, MT",30019,0,1426.57,0,0,0,1426.52,0,0,0,1426.9,0,0,0,1426.14,0,0,0,1426.09,0,0,0,1426.11,0,0,0,0.43,0,0,0,0.43,0,0
"Dawson, MT",30021,0,2383.23,0,0,0,2383.13,0,0,0,2374.03,0,0,0,2373.27,0,0,0,2373.14,0,0,0,2371.87,0,0,0,9.96,0,0,0,9.99,0,0
"Deer Lodge, MT",30023,0,741.27,0,0,0,741.16,0,0,0,740.21,0,0,0,736.93,0,0,0,736.98,0,0,0,736.53,0,0,0,4.34,0,0,0,4.19,0,0
"Fallon, MT",30025,0,1623.06,0,0,0,1623.02,0,0,0,1622.86,0,0,0,1620.37,0,0,0,1620.33,0,0,0,1620.77,0,0,0,2.69,0,0,0,2.69,0,0
"Fergus, MT",30027,0,4350.51,0,0,0,4350.36,0,0,0,4340.14,0,0,0,4339.31,0,0,0,4339.17,0,0,0,4339.8,0,0,0,11.2,0,0,0,11.2,0,0
"Flathead, MT",30029,0,5256.6,0,0,0,5256.45,0,0,0,5112.36,0,0,0,5098.6,0,0,0,5098.34,0,0,0,5087.66,0,0,0,158,0,0,0,158.11,0,0
"Gallatin, MT",30031,0,2532.73,0,0,0,2631.84,0,0,0,2509.78,0,0,0,2506.85,0,0,0,2605.84,0,0,0,2602.69,0,0,0,25.88,0,0,0,26,0,0
"Garfield, MT",30033,0,4847.66,0,0,0,4847.54,0,0,0,4491.16,0,0,0,4668.18,0,0,0,4668.06,0,0,0,4675.36,0,0,0,179.48,0,0,0,179.48,0,0
"Glacier, MT",30035,0,3037.12,0,0,0,3037.11,0,0,0,2994.46,0,0,0,2994.75,0,0,0,2994.72,0,0,0,2995.94,0,0,0,42.37,0,0,0,42.39,0,0
"Golden Valley, MT",30037,0,1176.42,0,0,0,1176.4,0,0,0,1171.69,0,0,0,1175.32,0,0,0,1175.3,0,0,0,1175.34,0,0,0,1.1,0,0,0,1.1,0,0
"Granite, MT",30039,0,1733.17,0,0,0,1733.11,0,0,0,1729.19,0,0,0,1727.52,0,0,0,1727.44,0,0,0,1727.42,0,0,0,5.65,0,0,0,5.67,0,0
"Hill, MT",30041,0,2916.07,0,0,0,2916.05,0,0,0,2897.29,0,0,0,2896.38,0,0,0,2896.36,0,0,0,2898.96,0,0,0,19.69,0,0,0,19.69,0,0
"Jefferson, MT",30043,0,1658.89,0,0,0,1658.83,0,0,0,1656.52,0,0,0,1656.7,0,0,0,1656.64,0,0,0,1656.26,0,0,0,2.19,0,0,0,2.19,0,0
"Judith Basin, MT",30045,0,1870.75,0,0,0,1870.71,0,0,0,1870.72,0,0,0,1869.89,0,0,0,1869.85,0,0,0,1869.82,0,0,0,0.86,0,0,0,0.86,0,0
"Lake, MT",30047,0,1653.75,0,0,0,1653.72,0,0,0,1444.93,0,0,0,1493.81,0,0,0,1493.77,0,0,0,1490.15,0,0,0,159.94,0,0,0,159.95,0,0
"Lewis and Clark, MT",30049,0,3497.63,0,0,0,3497.56,0,0,0,3461.3,0,0,0,3461.03,0,0,0,3460.96,0,0,0,3458.83,0,0,0,36.6,0,0,0,36.6,0,0
"Liberty, MT",30051,0,1447.18,0,0,0,1447.19,0,0,0,1426.45,0,0,0,1429.8,0,0,0,1429.76,0,0,0,1430.05,0,0,0,17.38,0,0,0,17.44,0,0
"Lincoln, MT",30053,0,3675.22,0,0,0,3675.11,0,0,0,3615.86,0,0,0,3612.79,0,0,0,3612.67,0,0,0,3612.92,0,0,0,62.43,0,0,0,62.44,0,0
"McCone, MT",30055,0,2682.84,0,0,0,2682.77,0,0,0,2626.24,0,0,0,2642.59,0,0,0,2642.53,0,0,0,2643.17,0,0,0,40.25,0,0,0,40.25,0,0
"Madison, MT",30057,0,3602.93,0,0,0,3602.85,0,0,0,3589.77,0,0,0,3586.63,0,0,0,3586.54,0,0,0,3587.48,0,0,0,16.3,0,0,0,16.31,0,0
"Meagher, MT",30059,0,2394.87,0,0,0,2394.83,0,0,0,2392.07,0,0,0,2391.85,0,0,0,2391.82,0,0,0,2391.91,0,0,0,3.02,0,0,0,3.02,0,0
"Mineral, MT",30061,0,1223.43,0,0,0,1223.38,0,0,0,1215.96,0,0,0,1219.87,0,0,0,1219.82,0,0,0,1219.44,0,0,0,3.56,0,0,0,3.56,0,0
"Missoula, MT",30063,0,2618.39,0,0,0,2618.34,0,0,0,2582.28,0,0,0,2598.21,0,0,0,2597.97,0,0,0,2593.42,0,0,0,20.18,0,0,0,20.37,0,0
"Musselshell, MT",30065,0,1870.94,0,0,0,1870.91,0,0,0,1870.6,0,0,0,1867.18,0,0,0,1867.15,0,0,0,1868.16,0,0,0,3.76,0,0,0,3.76,0,0
"Park, MT",30067,0,2666.73,0,0,0,2813.59,0,0,0,2664.66,0,0,0,2656.16,0,0,0,2802.41,0,0,0,2803.06,0,0,0,10.57,0,0,0,11.18,0,0
"Petroleum, MT",30069,0,1674.05,0,0,0,1674.01,0,0,0,1651.96,0,0,0,1653.94,0,0,0,1653.9,0,0,0,1654.87,0,0,0,20.11,0,0,0,20.11,0,0
"Phillips, MT",30071,0,5212.22,0,0,0,5212.17,0,0,0,5130.33,0,0,0,5139.88,0,0,0,5139.57,0,0,0,5140.04,0,0,0,72.34,0,0,0,72.6,0,0
"Pondera, MT",30073,0,1639.83,0,0,0,1639.85,0,0,0,1631.64,0,0,0,1624.67,0,0,0,1624.7,0,0,0,1622.86,0,0,0,15.16,0,0,0,15.16,0,0
"Powder River, MT",30075,0,3298.02,0,0,0,3297.94,0,0,0,3287.68,0,0,0,3297.26,0,0,0,3297.18,0,0,0,3297.3,0,0,0,0.76,0,0,0,0.76,0,0
"Powell, MT",30077,0,2332.71,0,0,0,2332.68,0,0,0,2329.31,0,0,0,2325.96,0,0,0,2325.94,0,0,0,2326.39,0,0,0,6.75,0,0,0,6.74,0,0
"Prairie, MT",30079,0,1742.61,0,0,0,1742.56,0,0,0,1732.48,0,0,0,1736.61,0,0,0,1736.55,0,0,0,1736.74,0,0,0,6,0,0,0,6,0,0
"Ravalli, MT",30081,0,2400.39,0,0,0,2400.32,0,0,0,2384.17,0,0,0,2394.3,0,0,0,2394.21,0,0,0,2390.82,0,0,0,6.09,0,0,0,6.11,0,0
"Richland, MT",30083,0,2103.08,0,0,0,2103.02,0,0,0,2081.4,0,0,0,2084.15,0,0,0,2084.09,0,0,0,2084.14,0,0,0,18.93,0,0,0,18.93,0,0
"Roosevelt, MT",30085,0,2369.7,0,0,0,2369.65,0,0,0,2357.29,0,0,0,2355.65,0,0,0,2355.6,0,0,0,2354.79,0,0,0,14.05,0,0,0,14.05,0,0
